clean_text,clean_text_bigram,clean_text_trigram
aplikasinyya kebuka,aplikasinyya kebuka,aplikasinyya kebuka
gangguan sih bayar 4 proses,gangguan sih bayar 4 proses,gangguan sih bayar 4 proses
perpanjangan error coba telat sim,perpanjangan error coba telat sim,perpanjangan error coba telat sim
jelas_,jelas_,jelas_
proses tinggal pilih opsi pengiriman error mulu udah coba berkali²,proses tinggal pilih_opsi pengiriman error_mulu udah coba_berkali²,proses tinggal pilih_opsi pengiriman error_mulu udah coba_berkali²
error login login kemarin,error login login kemarin,error login login kemarin
tahap menu pengiriman pas pilih jenis pengiriman error tes kesehatan psiko tes,tahap menu pengiriman pas_pilih jenis_pengiriman error tes_kesehatan psiko tes,tahap menu pengiriman pas_pilih jenis_pengiriman error tes_kesehatan psiko tes
intinya dipaksa mengurus offline,intinya dipaksa mengurus_offline,intinya dipaksa mengurus_offline
bayar tes psikologi tahap pengiriman pos gagal mengecewakan,bayar_tes psikologi tahap_pengiriman pos gagal mengecewakan,bayar_tes_psikologi tahap_pengiriman pos gagal mengecewakan
aplikasi bro muka kartu tanda penduduk 10 jelas beda susah verifikasi e kartu tanda penduduk ngangguk ngangguk kayak boneka dashboard,aplikasi bro muka kartu_tanda penduduk 10 jelas beda susah verifikasi_e kartu_tanda penduduk ngangguk ngangguk kayak boneka dashboard,aplikasi bro muka kartu_tanda_penduduk 10 jelas beda susah_verifikasi_e kartu_tanda_penduduk ngangguk ngangguk kayak boneka dashboard
fitur pos,fitur pos,fitur pos
berhubungan digital ampun,berhubungan digital ampun,berhubungan digital ampun
tolong aplikasi eror banget prosesnya,tolong aplikasi eror banget_prosesnya,tolong aplikasi eror banget_prosesnya
sih bagus kesini jelas iya perpanjang sim a pilihan pengiriman via pos klik error,sih bagus kesini jelas iya perpanjang_sim a pilihan_pengiriman via_pos klik error,sih bagus kesini jelas iya perpanjang_sim_a pilihan_pengiriman via_pos klik error
error shipmen tahap tes kesehatan psikolog coba logout login,error shipmen tahap tes_kesehatan psikolog coba logout_login,error shipmen tahap tes_kesehatan psikolog coba logout_login
aplikasi bobrok banget perpanjang sim c 2 minggu kenaikan progres 40 pengaduan via email whatsapp tanggapan niat aplikasi mending menyusahkan orang,aplikasi bobrok_banget perpanjang_sim c 2_minggu kenaikan progres_40 pengaduan via_email whatsapp_tanggapan niat aplikasi mending menyusahkan_orang,aplikasi bobrok_banget perpanjang_sim_c 2_minggu kenaikan progres_40 pengaduan via_email whatsapp_tanggapan niat_aplikasi mending menyusahkan_orang
tes dokter psikologi pakai offline mengalami ggldana 48rb hangus sia sia masyarakat kayak semuaga mencari duit susah apasampe jempalikanharusnya usut lapanganjangan kasih info pakai doankfakta lapangan bedaaplikasi kayak tai kucingnguras hatinguras emosi,tes dokter psikologi pakai offline mengalami ggldana 48rb hangus sia_sia masyarakat kayak semuaga mencari_duit susah apasampe jempalikanharusnya usut lapanganjangan kasih info pakai doankfakta lapangan bedaaplikasi kayak tai kucingnguras hatinguras emosi,tes dokter psikologi pakai offline mengalami ggldana 48rb hangus sia_sia masyarakat kayak semuaga mencari_duit susah apasampe jempalikanharusnya usut lapanganjangan kasih info pakai doankfakta lapangan bedaaplikasi kayak tai kucingnguras hatinguras emosi
aplikasi dibuka dicoba loading melulu rating 1 star tlalu bagus ratingnya orang pakai,aplikasi dibuka dicoba loading_melulu rating_1 star tlalu bagus ratingnya orang pakai,aplikasi_dibuka dicoba loading_melulu rating_1 star tlalu bagus ratingnya orang pakai
aplikasi menampilkan kontak rekan respon tutup aplikasi udah 2 minggu 40 status pembayaran bayar refund gimana langsung gimana tekor,aplikasi menampilkan kontak_rekan respon tutup aplikasi udah 2_minggu 40 status pembayaran bayar refund gimana langsung gimana tekor,aplikasi menampilkan kontak_rekan respon tutup aplikasi udah 2_minggu 40 status pembayaran bayar refund gimana langsung gimana tekor
dipakai scan sim berlaku gagal,dipakai scan sim berlaku gagal,dipakai scan_sim berlaku gagal
pilih pengiriman pos eror shipment mulu bayar tes psikotest balek uangnya buruk,pilih_pengiriman pos eror shipment mulu bayar_tes psikotest balek uangnya buruk,pilih_pengiriman pos eror shipment mulu bayar_tes psikotest balek uangnya buruk
sim online surat dokter offline langsung bohong,sim_online surat dokter_offline langsung bohong,sim_online surat dokter_offline langsung bohong
diakses nomor pengaduan tanggapan bayar tes psikologi menyesal langsung offline,diakses nomor pengaduan_tanggapan bayar_tes psikologi menyesal langsung offline,diakses nomor pengaduan_tanggapan bayar_tes_psikologi menyesal langsung offline
alamat masuk pengiriman jakarta barat wkwk,alamat masuk pengiriman jakarta_barat wkwk,alamat masuk pengiriman jakarta_barat wkwk
aplikasi berguna proses 2 minggu 40 komplain whatsapp email jawab mesin perpanjang online solusi rugi sim mati,aplikasi_berguna proses 2_minggu 40 komplain_whatsapp email jawab mesin perpanjang online solusi rugi sim_mati,aplikasi_berguna proses_2_minggu 40 komplain_whatsapp email jawab mesin perpanjang_online solusi rugi sim_mati
log in susah,log_in susah,log_in_susah
registrasi masuk niat aplikasi sih,registrasi masuk niat aplikasi sih,registrasi masuk niat_aplikasi sih
verifikasi gagal ah,verifikasi gagal ah,verifikasi_gagal ah
error giliran pilih pengiriman aplikasi mempermudah mempersulit,error giliran_pilih pengiriman aplikasi mempermudah_mempersulit,error giliran_pilih pengiriman aplikasi mempermudah_mempersulit
aplikasi setengah2 niat bantu warga ful,aplikasi_setengah2 niat_bantu warga ful,aplikasi_setengah2 niat_bantu warga ful
eroraplikasi progres stuck 20 bayar mending urus langsung antre langsung,eroraplikasi progres stuck 20 bayar mending urus langsung antre langsung,eroraplikasi progres stuck 20 bayar mending urus langsung antre langsung
tinggal 1 langkah mengecwa,tinggal 1 langkah mengecwa,tinggal 1 langkah mengecwa
niat min tolong permudah proses login,niat min tolong_permudah proses login,niat min tolong_permudah proses login
shipment error menanggulanginya,shipment_error menanggulanginya,shipment_error menanggulanginya
verifikasi kartu tanda penduduk gagal sesuai ketentuan,verifikasi_kartu tanda_penduduk gagal sesuai_ketentuan,verifikasi_kartu_tanda_penduduk gagal sesuai_ketentuan
sim,sim,sim
menambah data sim susah gagal aplikasi mempermudahkan masyarakat pembuatan perpanjangan sim online mending reales aplikasinya mudah mumet saran kritik sekian komen direspon menandakan aplikasi rawat kontinyu,menambah data sim susah gagal aplikasi mempermudahkan masyarakat pembuatan perpanjangan_sim online_mending reales aplikasinya mudah mumet saran kritik sekian komen direspon menandakan aplikasi rawat kontinyu,menambah data sim susah gagal aplikasi mempermudahkan masyarakat pembuatan perpanjangan_sim online_mending reales aplikasinya mudah mumet saran kritik sekian komen direspon menandakan aplikasi rawat kontinyu
pelayanan publik niat banget eror,pelayanan_publik niat banget eror,pelayanan_publik niat banget eror
aplikasi rusak dibuka,aplikasi rusak_dibuka,aplikasi rusak_dibuka
aplikasi busuk,aplikasi_busuk,aplikasi_busuk
perpanjang sim step muncul kesalahan internal server mnrus mohon solusinya,perpanjang_sim step muncul_kesalahan internal_server mnrus mohon_solusinya,perpanjang_sim step muncul_kesalahan internal_server mnrus mohon_solusinya
login gagal mulu,login gagal_mulu,login gagal_mulu
online mending deh,online_mending deh,online_mending deh
disarankan perpanjang sim via aplikasi disarankan 2 minggu 1 berlaku habissoalnya kadang verifikasi gagal terustes lumayan banyakkadang severnya eror masuk pembayaran via virtual account bank negara indonesia gagal mepet berlaku sertifikat psikologis 1,disarankan_perpanjang sim via aplikasi disarankan 2_minggu 1 berlaku habissoalnya kadang verifikasi gagal terustes lumayan banyakkadang severnya eror masuk pembayaran via_virtual account_bank negara_indonesia gagal mepet_berlaku sertifikat psikologis 1,disarankan_perpanjang sim via aplikasi disarankan 2_minggu 1 berlaku habissoalnya kadang verifikasi_gagal terustes lumayan banyakkadang severnya eror masuk pembayaran via_virtual account_bank negara_indonesia gagal mepet_berlaku sertifikat psikologis 1
error server,error server,error server
aplikasi bohong kuota unduh pusa verifikasi layanan todak tersedia aplikasi buang kuota pulsa,aplikasi bohong kuota_unduh pusa verifikasi layanan todak tersedia aplikasi buang_kuota pulsa,aplikasi bohong kuota_unduh pusa verifikasi layanan todak tersedia aplikasi buang_kuota pulsa
internal server error kemarin initolong diperbaiki,internal_server error kemarin initolong diperbaiki,internal_server error kemarin initolong diperbaiki
aplikasi kucing bangkai 10 verikasi kartu tanda penduduk gagal ojek online kayak berhasil mengikuti gagalmungkin dibanting handphone berhasil pante malas dowload2 aplikasi gunanya bangetgak dikeluarkan aplikasi bagus mending perpanjang sim calodari aplikasi eror bego,aplikasi kucing bangkai 10 verikasi kartu_tanda penduduk_gagal ojek_online kayak berhasil mengikuti gagalmungkin dibanting handphone berhasil pante malas dowload2 aplikasi gunanya bangetgak dikeluarkan aplikasi bagus mending perpanjang_sim calodari aplikasi eror bego,aplikasi kucing bangkai 10 verikasi kartu_tanda_penduduk_gagal ojek_online kayak berhasil mengikuti gagalmungkin dibanting handphone berhasil pante malas dowload2 aplikasi gunanya bangetgak dikeluarkan aplikasi bagus mending perpanjang_sim calodari aplikasi eror bego
2023 teman pakai 2 pengurusan coba tes udah e pas klik menu perpanjangan notifikasi kesalahan internal server banget kemana jauh jauh tempatnya tolong perbaiki juni besok habis berlakunya,2023 teman pakai 2 pengurusan coba tes udah e pas_klik menu perpanjangan notifikasi_kesalahan internal_server banget kemana jauh_jauh tempatnya tolong_perbaiki juni besok habis_berlakunya,2023 teman pakai 2 pengurusan coba tes udah e pas_klik menu perpanjangan notifikasi_kesalahan internal_server banget kemana jauh_jauh tempatnya tolong_perbaiki juni besok habis_berlakunya
berfungsi,berfungsi,berfungsi
aplikasi apaanmau perpanjang susah stuck kendala internal serverbuang buang anggaran korupsi korupsi namanya online ujung ujungnya mesti kantor perpanjangan kocak anggaran aplikasi aplikasinya kayak orang sim ribet pelanggaranlah orang aparat ginigak online offline,aplikasi apaanmau perpanjang susah stuck kendala internal serverbuang buang_anggaran korupsi korupsi namanya online ujung_ujungnya mesti kantor perpanjangan kocak anggaran aplikasi aplikasinya kayak_orang sim ribet pelanggaranlah orang aparat ginigak online offline,aplikasi apaanmau perpanjang susah stuck kendala internal serverbuang buang_anggaran korupsi korupsi namanya online ujung_ujungnya mesti kantor perpanjangan kocak anggaran aplikasi aplikasinya kayak_orang sim ribet pelanggaranlah orang aparat ginigak online offline
,,
aplikasi tersampah unduh percumah online unggah data sim disarankan satpas terdekat aplikasi sampah,aplikasi tersampah unduh percumah online unggah_data sim disarankan satpas_terdekat aplikasi_sampah,aplikasi tersampah unduh percumah online unggah_data sim disarankan satpas_terdekat aplikasi_sampah
aplikasi anjing kacangan nazisss ngabisin pulsa doang udah akun masuk handphone sms giliran sms memasukkan pasword dibilangnya salah sms pasword giliran udah bergasil pasword sms login sms login login cih ngabisin pulsa doang jelek sistem login akses aplikasinya layanan bank jelas banget sistem pakai sms ngabisin pulsa,aplikasi anjing kacangan nazisss ngabisin_pulsa doang udah akun masuk handphone_sms giliran sms memasukkan pasword dibilangnya salah sms pasword giliran udah bergasil pasword sms login sms login login cih ngabisin_pulsa doang jelek sistem login akses aplikasinya layanan bank jelas banget sistem pakai sms ngabisin_pulsa,aplikasi anjing kacangan nazisss ngabisin_pulsa doang udah akun masuk handphone_sms giliran sms memasukkan pasword dibilangnya salah sms pasword giliran udah bergasil pasword sms login sms login login cih ngabisin_pulsa doang jelek sistem login akses aplikasinya layanan bank jelas_banget sistem pakai_sms ngabisin_pulsa
perpanjangan sim mati,perpanjangan_sim mati,perpanjangan_sim mati
ampas ux,ampas ux,ampas ux
bapa eror sungguh sayangkang sekelas negara,bapa eror sungguh sayangkang sekelas_negara,bapa eror sungguh sayangkang sekelas_negara
aplikasi mengganti nomor handphone payah,aplikasi mengganti_nomor handphone payah,aplikasi mengganti_nomor handphone payah
apakan pencitraan parah parah,apakan pencitraan parah parah,apakan pencitraan parah parah
anggota makai gerak cepat masyarakat gagallin ber ulang,anggota makai gerak_cepat masyarakat gagallin ber_ulang,anggota makai gerak_cepat masyarakat gagallin ber_ulang
mengecewakan aplikasi buruk layak publish verifikasi wajah 32 gagal,mengecewakan aplikasi buruk layak publish verifikasi_wajah 32 gagal,mengecewakan aplikasi buruk layak publish verifikasi_wajah 32 gagal
bug barusan registrasi perpanjangan sim simpan data bug pembayaran registrasi sim online tes psikologi tes kesehatan refresh pembayaran layanan rekan kendala respon,bug barusan registrasi perpanjangan_sim simpan_data bug pembayaran registrasi sim_online tes_psikologi tes_kesehatan refresh pembayaran layanan rekan kendala respon,bug barusan registrasi perpanjangan_sim simpan_data bug pembayaran registrasi sim_online tes_psikologi_tes_kesehatan refresh pembayaran layanan rekan kendala respon
tolong diperbaiki aplikasinyya bug proses dicoba berulang tiaptiap proses perpanjangan simnya,tolong_diperbaiki aplikasinyya bug proses dicoba_berulang tiaptiap proses_perpanjangan simnya,tolong_diperbaiki aplikasinyya bug proses dicoba_berulang tiaptiap proses_perpanjangan simnya
buka mulut dibuka coba pegal leher kepala terdeteksi ayolahh kalah aplikasi pinjaman online,buka_mulut dibuka coba pegal leher kepala terdeteksi ayolahh kalah_aplikasi pinjaman online,buka_mulut dibuka coba pegal leher kepala terdeteksi ayolahh kalah_aplikasi pinjaman online
verifikasi wajah gagal muka aduh,verifikasi_wajah gagal muka aduh,verifikasi_wajah gagal muka aduh
min status riwayat perpanjangan sim hilangtidak status 40 siangnya buka riwayatnya hilang tulisannya transaksi proses komplain whatsapp email balas bot kejelasan,min status riwayat perpanjangan_sim hilangtidak status_40 siangnya buka riwayatnya hilang tulisannya transaksi proses komplain_whatsapp email_balas bot kejelasan,min status riwayat perpanjangan_sim hilangtidak status_40 siangnya buka riwayatnya hilang tulisannya transaksi proses komplain_whatsapp email_balas bot kejelasan
min maaf progres perpanjangan sim 40 cek riwayat transaksinya siang cek hilang transaksi apapun aplikasi dibuka tulisannya device expired solusinya min,min maaf progres perpanjangan_sim 40 cek riwayat transaksinya siang cek hilang transaksi apapun aplikasi dibuka tulisannya device expired solusinya_min,min maaf progres perpanjangan_sim 40 cek riwayat transaksinya siang cek hilang transaksi apapun aplikasi_dibuka tulisannya device expired solusinya_min
error,error,error
pengajuan perpanjangan sim a c aplikasi tombol transaksi terbayar 40 menu transaksi menghilang transaksi sayang banget sanagt sayangkan menu pengaduan whatsapp email tanggapan solusi,pengajuan_perpanjangan sim_a c aplikasi tombol transaksi terbayar 40 menu transaksi menghilang transaksi sayang banget sanagt sayangkan menu_pengaduan whatsapp_email tanggapan solusi,pengajuan_perpanjangan sim_a_c aplikasi tombol transaksi terbayar 40 menu transaksi menghilang transaksi sayang banget sanagt sayangkan menu_pengaduan whatsapp_email tanggapan solusi
verifikasi kartu tanda penduduk unggah foto diambil dicoba berkalikali mohon diperbaiki sistem mestinya terima kasih,verifikasi_kartu tanda_penduduk unggah_foto diambil dicoba_berkalikali mohon_diperbaiki sistem mestinya terima_kasih,verifikasi_kartu_tanda_penduduk unggah_foto diambil dicoba_berkalikali mohon_diperbaiki sistem mestinya terima_kasih
